Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price
Europe,Luxembourg,Cosmetics,Online,M,1/26/2017,835341870,2/24/2017,5077,437.2
Europe,Norway,Household,Offline,C,4/29/2013,149274003,5/29/2013,2350,668.27
Europe,Estonia,Cosmetics,Offline,C,1/4/2017,311956632,1/10/2017,3755,437.2
Europe,Ukraine,Baby Food,Offline,L,5/5/2014,920688903,6/12/2014,1161,255.28
Europe,San Marino,Personal Care,Online,L,9/25/2010,434485948,11/3/2010,2902,81.73
Europe,Estonia,Baby Food,Offline,H,5/22/2014,316466176,6/2/2014,8229,255.28
Europe,Kosovo,Household,Online,M,7/18/2014,101025998,8/11/2014,4693,668.27
Europe,Luxembourg,Personal Care,Offline,H,9/25/2015,547625386,9/29/2015,3376,81.73
Europe,Montenegro,Fruits,Online,H,1/31/2016,394456660,2/9/2016,7346,9.33
Europe,Kosovo,Baby Food,Online,M,1/1/2014,104548490,1/5/2014,7076,255.28
Europe,Greece,Cereal,Online,M,1/10/2010,687374913,2/26/2010,8367,205.7
Europe,Greece,Vegetables,Online,M,10/4/2012,921693980,11/4/2012,8586,154.06
Europe,Montenegro,Household,Online,L,8/29/2012,829356467,9/16/2012,3864,668.27
Europe,Czech Republic,Cereal,Offline,C,5/20/2015,322524106,5/20/2015,905,205.7
Europe,Portugal,Cereal,Offline,M,9/14/2014,897638213,10/8/2014,9950,205.7
Europe,Italy,Baby Food,Offline,L,3/23/2017,480652987,4/5/2017,4755,255.28
Europe,France,Office Supplies,Online,C,6/20/2010,340213811,7/26/2010,5682,651.21
Europe,Iceland,Baby Food,Online,H,3/20/2013,826936471,3/30/2013,7733,255.28
Europe,Norway,Cosmetics,Online,H,5/14/2015,477633464,6/7/2015,1211,437.2
Europe,Latvia,Meat,Online,L,11/25/2014,849431836,11/28/2014,4611,421.89
Europe,United Kingdom,Baby Food,Online,H,7/8/2012,844307315,7/29/2012,8152,255.28
Europe,Finland,Snacks,Online,H,6/20/2017,414579665,7/10/2017,2191,152.58
Europe,Switzerland,Cereal,Offline,M,10/18/2015,569864976,11/30/2015,4565,205.7
Europe,United Kingdom,Clothes,Online,L,2/26/2017,783116900,3/14/2017,548,109.28
Europe,Andorra,Cosmetics,Online,L,2/26/2016,727821767,3/16/2016,7489,437.2
Europe,Georgia,Meat,Offline,C,3/15/2012,631172120,4/20/2012,6711,421.89
Europe,San Marino,Office Supplies,Offline,M,5/11/2016,859914767,6/18/2016,6744,651.21
Europe,Andorra,Snacks,Online,L,2/4/2011,575479590,3/22/2011,6054,152.58
Europe,Spain,Snacks,Offline,M,2/19/2017,352342545,3/27/2017,4844,152.58
Europe,Slovenia,Cereal,Online,H,7/22/2012,972419059,8/17/2012,9264,205.7
Europe,Spain,Meat,Offline,M,5/20/2014,217165648,6/8/2014,2996,421.89
Europe,Denmark,Baby Food,Online,L,9/6/2016,764837539,9/6/2016,1279,255.28
Europe,Latvia,Fruits,Offline,H,3/19/2017,870218312,3/27/2017,5792,9.33
Europe,Spain,Office Supplies,Online,L,7/2/2017,513802516,8/7/2017,4437,651.21
Europe,Slovakia,Beverages,Online,M,5/31/2017,638957822,6/24/2017,673,47.45
Europe,Bulgaria,Baby Food,Online,H,12/19/2014,944247710,1/31/2015,2736,255.28
Europe,Netherlands,Baby Food,Offline,H,3/16/2013,694771802,3/21/2013,7270,255.28
Europe,Bosnia and Herzegovina,Snacks,Offline,C,3/31/2012,388728320,5/10/2012,2203,152.58
Europe,Vatican City,Vegetables,Offline,L,3/18/2014,452559745,3/19/2014,1340,154.06
Europe,Portugal,Baby Food,Offline,M,3/27/2016,921230065,5/16/2016,1303,255.28
Europe,Malta,Fruits,Online,M,5/9/2016,831143891,6/1/2016,2802,9.33
Europe,Estonia,Cereal,Online,M,10/7/2015,318523538,11/5/2015,7048,205.7
Europe,Armenia,Meat,Offline,H,10/26/2010,970427358,10/31/2010,9875,421.89
Europe,Estonia,Cereal,Offline,H,7/18/2013,195212733,8/14/2013,6641,205.7
Europe,Poland,Household,Online,C,3/13/2011,141875827,4/16/2011,3065,668.27
Europe,Vatican City,Beverages,Offline,L,11/4/2011,510762822,12/22/2011,4924,47.45
Europe,Russia,Snacks,Offline,H,7/28/2012,189667212,9/3/2012,5598,152.58
Europe,Germany,Clothes,Online,C,3/21/2015,276784074,4/15/2015,5413,109.28
Europe,Spain,Clothes,Online,H,8/14/2010,744583642,9/26/2010,7701,109.28
Europe,Moldova ,Beverages,Online,H,6/26/2015,761724030,8/13/2015,9923,47.45
Europe,Slovakia,Office Supplies,Online,C,5/5/2012,217248904,6/15/2012,7633,651.21
Europe,Montenegro,Clothes,Online,L,4/29/2016,685596930,6/16/2016,2222,109.28
Europe,Greece,Clothes,Online,H,1/31/2015,355534589,2/6/2015,9440,109.28
Europe,Belgium,Office Supplies,Offline,L,12/1/2012,456527268,12/2/2012,5419,651.21
Europe,Montenegro,Baby Food,Offline,C,2/15/2016,461917865,3/21/2016,616,255.28
Europe,Montenegro,Personal Care,Offline,C,6/29/2013,284435451,6/29/2013,9625,81.73
Europe,Finland,Meat,Online,H,6/21/2014,844575107,6/26/2014,7397,421.89
Europe,Russia,Baby Food,Offline,L,5/19/2015,158479773,6/18/2015,6542,255.28
Europe,Monaco,Household,Online,L,6/9/2014,175723588,6/14/2014,9370,668.27
Europe,Netherlands,Household,Online,C,11/4/2016,690220630,11/19/2016,477,668.27
Europe,Macedonia,Beverages,Offline,M,7/17/2017,704139363,8/31/2017,9340,47.45
Europe,Italy,Fruits,Online,H,2/2/2014,636278617,3/22/2014,7837,9.33
Europe,Belarus,Snacks,Online,L,9/9/2012,525749719,10/22/2012,9880,152.58
Europe,Romania,Fruits,Online,H,10/27/2016,481976497,12/3/2016,6411,9.33
Europe,San Marino,Meat,Online,H,10/22/2010,168979442,12/10/2010,3627,421.89
Europe,Albania,Household,Online,L,12/20/2010,570476520,12/24/2010,5534,668.27
Europe,Finland,Cereal,Online,H,7/13/2013,144282948,8/1/2013,5386,205.7
Europe,Russia,Beverages,Online,M,10/10/2013,797202146,11/17/2013,8685,47.45
Europe,Hungary,Fruits,Offline,C,4/17/2016,353492677,5/23/2016,5193,9.33
Europe,Slovenia,Cosmetics,Offline,M,1/28/2014,155086886,2/5/2014,2511,437.2
Europe,Russia,Cosmetics,Online,L,10/29/2010,113524663,12/9/2010,3325,437.2
Europe,Andorra,Beverages,Offline,L,10/9/2013,932475602,11/21/2013,9107,47.45
Europe,Russia,Office Supplies,Offline,L,1/20/2015,282917964,1/27/2015,567,651.21
Europe,Croatia,Baby Food,Offline,C,6/27/2013,775347936,7/8/2013,1539,255.28
Europe,Bulgaria,Baby Food,Offline,C,9/18/2010,980381143,9/26/2010,5421,255.28
Europe,Belarus,Cosmetics,Offline,M,1/6/2010,521874034,2/3/2010,2979,437.2
Europe,Iceland,Cosmetics,Online,M,4/16/2017,186847674,4/23/2017,1234,437.2
Europe,Vatican City,Fruits,Offline,H,1/24/2015,117929494,3/2/2015,6813,9.33
Europe,Netherlands,Beverages,Offline,M,7/11/2017,786318385,8/23/2017,7939,47.45
Europe,Austria,Household,Online,C,9/20/2015,178604066,10/18/2015,1767,668.27
Europe,Bulgaria,Vegetables,Offline,C,6/11/2014,651247489,7/2/2014,7459,154.06
Europe,Cyprus,Household,Online,L,3/20/2013,492353856,4/11/2013,7302,668.27
Europe,Ireland,Personal Care,Offline,M,2/16/2013,382581126,3/27/2013,3112,81.73
Europe,Andorra,Household,Online,C,9/29/2010,533314406,10/29/2010,8439,668.27
Europe,Russia,Snacks,Online,M,9/18/2016,949388539,9/30/2016,4021,152.58
Europe,Portugal,Beverages,Offline,L,1/10/2016,122372519,1/13/2016,1603,47.45
Europe,France,Clothes,Offline,M,1/16/2014,298978602,1/28/2014,3267,109.28
Europe,Belarus,Clothes,Offline,C,12/27/2016,691760861,1/28/2017,6266,109.28
Europe,Serbia,Meat,Offline,H,4/14/2010,447536504,4/25/2010,4852,421.89
Europe,Poland,Vegetables,Offline,H,1/13/2011,469840466,1/22/2011,5090,154.06
Europe,Armenia,Snacks,Offline,M,3/2/2011,418404281,4/15/2011,3979,152.58
Europe,Austria,Snacks,Online,M,1/18/2012,516122949,2/21/2012,1105,152.58
Europe,Albania,Cosmetics,Offline,L,8/29/2015,208238399,10/15/2015,1224,437.2
Europe,Georgia,Fruits,Online,M,12/2/2016,526533353,1/12/2017,1775,9.33
Europe,Iceland,Meat,Online,H,5/11/2011,643027484,5/18/2011,4977,421.89
Europe,Hungary,Beverages,Online,L,4/21/2013,327604424,5/13/2013,4284,47.45
Europe,Ukraine,Meat,Offline,M,6/18/2014,219451320,7/2/2014,9377,421.89
Europe,France,Personal Care,Online,H,3/15/2011,575758969,3/29/2011,8729,81.73
Europe,Malta,Office Supplies,Offline,H,12/4/2014,602264344,1/7/2015,2258,651.21
Europe,Belgium,Cereal,Offline,H,11/22/2014,791890084,12/15/2014,6728,205.7
Europe,Liechtenstein,Fruits,Offline,C,6/29/2012,249606645,8/14/2012,3008,9.33
Europe,Belgium,Household,Offline,C,4/8/2015,497466361,5/1/2015,206,668.27
Europe,Belarus,Clothes,Offline,L,12/23/2014,839437711,12/24/2014,7128,109.28
Europe,Luxembourg,Office Supplies,Online,H,10/31/2014,549048888,12/2/2014,4622,651.21
Europe,Finland,Snacks,Online,H,12/3/2015,427432811,12/11/2015,5722,152.58
Europe,Andorra,Office Supplies,Online,H,3/31/2014,582836139,4/5/2014,3020,651.21
Europe,Netherlands,Clothes,Offline,H,4/8/2012,719730079,5/6/2012,2979,109.28
Europe,Bulgaria,Household,Online,H,4/21/2012,837608659,5/2/2012,5871,668.27
Europe,Norway,Meat,Online,L,2/26/2017,930670154,3/15/2017,4835,421.89
Europe,Portugal,Clothes,Offline,H,2/15/2012,684853637,4/3/2012,2265,109.28
Europe,Montenegro,Cereal,Offline,H,6/20/2013,930457293,7/26/2013,1845,205.7
Europe,Estonia,Office Supplies,Offline,H,3/7/2013,343185698,4/25/2013,5129,651.21
Europe,France,Cosmetics,Online,M,7/26/2016,174935233,7/29/2016,6078,437.2
Europe,Romania,Fruits,Offline,M,10/9/2011,904812800,11/24/2011,3069,9.33
Europe,Romania,Personal Care,Online,L,6/13/2011,438683927,7/29/2011,5177,81.73
Europe,Iceland,Fruits,Offline,H,8/13/2011,303534495,8/18/2011,1457,9.33
Europe,Liechtenstein,Baby Food,Online,M,11/26/2013,775008904,1/2/2014,1212,255.28
Europe,Greece,Fruits,Online,M,8/16/2014,471348512,10/1/2014,1354,9.33
Europe,Malta,Baby Food,Offline,C,12/23/2012,302442729,1/17/2013,8379,255.28
Europe,Macedonia,Vegetables,Online,C,4/12/2012,987050187,4/25/2012,8940,154.06
Europe,Bulgaria,Office Supplies,Online,H,11/2/2015,641537463,12/14/2015,4047,651.21
Europe,Czech Republic,Household,Offline,L,5/15/2015,512662255,6/22/2015,7009,668.27
Europe,Germany,Clothes,Offline,L,11/7/2010,379900634,12/2/2010,9895,109.28
Europe,Georgia,Cereal,Online,H,6/14/2014,243144452,7/16/2014,701,205.7
Europe,Malta,Cosmetics,Online,H,6/15/2010,998043382,7/3/2010,2070,437.2
Europe,Spain,Fruits,Offline,L,10/24/2015,446045196,11/1/2015,3540,9.33
Europe,Lithuania,Household,Offline,M,10/14/2014,544284856,10/25/2014,4839,668.27
Europe,Romania,Vegetables,Offline,H,11/6/2014,606118571,11/18/2014,2809,154.06
Europe,Portugal,Snacks,Online,C,10/7/2010,583654105,10/19/2010,5075,152.58
Europe,Moldova ,Baby Food,Online,C,1/27/2014,608451879,3/1/2014,3287,255.28
Europe,Romania,Beverages,Online,M,5/10/2015,910886180,6/10/2015,317,47.45
Europe,Vatican City,Snacks,Offline,L,11/5/2011,820195758,11/24/2011,3006,152.58
Europe,Lithuania,Clothes,Online,H,6/28/2016,378216636,8/8/2016,1562,109.28
Europe,Denmark,Clothes,Online,C,7/21/2014,539002406,7/23/2014,1645,109.28
Europe,Serbia,Office Supplies,Online,M,5/31/2015,659193694,6/11/2015,8918,651.21
Europe,Andorra,Beverages,Online,H,3/11/2015,320431125,4/17/2015,1545,47.45
Europe,Liechtenstein,Vegetables,Offline,L,11/28/2011,229355323,12/10/2011,192,154.06
Europe,Macedonia,Beverages,Offline,L,7/5/2017,949732291,8/14/2017,5745,47.45
Europe,San Marino,Household,Online,C,8/12/2014,871147000,8/25/2014,611,668.27
Europe,Cyprus,Baby Food,Online,M,1/18/2010,806197631,2/18/2010,649,255.28
Europe,Lithuania,Beverages,Offline,H,7/5/2015,926280772,7/21/2015,5919,47.45
Europe,Greece,Vegetables,Offline,L,1/8/2011,936547410,1/12/2011,4046,154.06
Europe,Slovenia,Cosmetics,Online,H,10/29/2013,498201072,11/7/2013,7623,437.2
Europe,Cyprus,Snacks,Offline,H,7/27/2015,842725884,8/11/2015,171,152.58
Europe,Latvia,Office Supplies,Online,L,5/1/2017,343730294,5/28/2017,6287,651.21
Europe,Georgia,Vegetables,Online,C,2/26/2015,636907756,4/1/2015,4013,154.06
Europe,Czech Republic,Cereal,Online,H,2/16/2013,444806230,4/1/2013,6903,205.7
Europe,Latvia,Snacks,Online,M,3/18/2017,517097985,4/14/2017,9640,152.58
Europe,Netherlands,Beverages,Offline,M,10/27/2015,642953670,12/9/2015,3134,47.45
Europe,Serbia,Snacks,Offline,M,8/18/2014,265191352,9/26/2014,4869,152.58
Europe,Latvia,Office Supplies,Online,L,6/16/2013,129127395,6/20/2013,520,651.21
Europe,Serbia,Vegetables,Offline,M,6/25/2011,392518174,7/3/2011,3705,154.06
Europe,Malta,Fruits,Online,C,11/21/2016,121380746,12/18/2016,8115,9.33
Europe,Russia,Clothes,Offline,M,5/8/2014,745467269,6/23/2014,9186,109.28
Europe,Bulgaria,Meat,Offline,H,4/7/2012,948518216,5/4/2012,6473,421.89
Europe,Finland,Office Supplies,Offline,L,4/17/2017,163744628,5/1/2017,4529,651.21
Europe,Greece,Household,Offline,M,1/23/2012,706301438,2/11/2012,9146,668.27
Europe,Montenegro,Clothes,Online,C,3/9/2014,234082448,3/9/2014,9053,109.28
Europe,Romania,Meat,Offline,L,8/22/2012,161607444,10/3/2012,2089,421.89
Europe,Lithuania,Meat,Offline,C,7/6/2014,764483058,8/5/2014,6380,421.89
Europe,Iceland,Baby Food,Offline,M,8/5/2014,828993833,9/2/2014,6552,255.28
Europe,Bosnia and Herzegovina,Meat,Offline,C,12/9/2015,498946940,1/11/2016,8342,421.89
Europe,Switzerland,Personal Care,Offline,M,8/2/2014,287151563,8/11/2014,3383,81.73
Europe,Croatia,Office Supplies,Online,C,5/22/2013,259006392,6/6/2013,4602,651.21
Europe,United Kingdom,Vegetables,Online,C,9/30/2012,556647908,10/29/2012,3341,154.06
Europe,Ireland,Vegetables,Offline,M,4/9/2011,923922574,5/23/2011,8076,154.06
Europe,San Marino,Snacks,Offline,C,1/4/2017,742100560,1/17/2017,2902,152.58
Europe,France,Fruits,Offline,H,2/12/2014,605029380,2/18/2014,493,9.33
Europe,Cyprus,Meat,Online,L,6/11/2017,333304440,7/5/2017,1046,421.89
Europe,Russia,Cosmetics,Offline,H,9/3/2014,486345708,10/11/2014,9357,437.2
Europe,Malta,Beverages,Online,M,4/30/2016,180358016,5/16/2016,800,47.45
Europe,Georgia,Clothes,Online,H,7/18/2012,141846215,8/16/2012,4302,109.28
Europe,Moldova ,Baby Food,Offline,C,6/9/2017,252541625,7/5/2017,1534,255.28
Europe,Montenegro,Cosmetics,Offline,C,3/29/2014,614597785,5/14/2014,1997,437.2
Europe,Sweden,Personal Care,Offline,H,5/17/2011,861976850,5/25/2011,6960,81.73
Europe,Czech Republic,Clothes,Offline,L,8/21/2012,631463515,9/25/2012,2942,109.28
Europe,Moldova ,Fruits,Online,M,7/29/2013,307305467,8/10/2013,7371,9.33
Europe,Cyprus,Cereal,Offline,H,7/5/2011,392676532,8/6/2011,567,205.7
Europe,Luxembourg,Baby Food,Online,L,5/26/2012,111063039,7/13/2012,4876,255.28
Europe,Spain,Beverages,Online,M,12/5/2011,556263816,12/7/2011,9679,47.45
Europe,Greece,Beverages,Online,M,5/25/2011,642123687,5/30/2011,7523,47.45
Europe,Czech Republic,Beverages,Online,M,5/2/2010,242168128,5/3/2010,1785,47.45
Europe,Croatia,Beverages,Offline,H,3/11/2017,192236125,3/22/2017,5796,47.45
Europe,Greece,Snacks,Online,L,8/18/2016,957926118,9/1/2016,480,152.58
Europe,Austria,Beverages,Online,H,11/14/2016,646691596,12/13/2016,9269,47.45
Europe,Ukraine,Office Supplies,Offline,H,12/4/2015,115363156,1/10/2016,7376,651.21
Europe,Vatican City,Household,Offline,L,3/17/2017,922564303,4/2/2017,6134,668.27
Europe,Bulgaria,Cereal,Offline,H,2/17/2011,928168189,3/15/2011,4448,205.7
Europe,Monaco,Vegetables,Online,L,3/18/2011,346498763,4/2/2011,5539,154.06
Europe,Serbia,Beverages,Offline,H,11/29/2016,797316300,11/29/2016,2466,47.45
Europe,Ireland,Baby Food,Online,H,4/18/2015,497506701,5/10/2015,2144,255.28
Europe,Andorra,Personal Care,Online,C,6/5/2010,245556294,6/25/2010,4419,81.73
Europe,Latvia,Personal Care,Online,L,1/27/2014,716411006,2/17/2014,792,81.73
Europe,Liechtenstein,Office Supplies,Online,M,11/1/2015,186597907,12/15/2015,7322,651.21
Europe,Armenia,Vegetables,Online,L,5/15/2016,848737466,5/31/2016,9132,154.06
Europe,France,Office Supplies,Online,H,10/27/2013,130754315,11/2/2013,1962,651.21
Europe,Netherlands,Office Supplies,Offline,M,2/2/2011,719293630,2/25/2011,3824,651.21
Europe,Kosovo,Office Supplies,Offline,C,5/7/2011,616775310,5/24/2011,6375,651.21
Europe,Finland,Fruits,Offline,L,9/20/2010,591287887,10/2/2010,4080,9.33
Europe,Italy,Clothes,Online,M,4/18/2010,334539973,5/11/2010,6667,109.28
Europe,Belarus,Snacks,Offline,C,1/16/2016,403665006,2/19/2016,2300,152.58
Europe,Poland,Cosmetics,Offline,H,4/13/2011,892042911,5/12/2011,4175,437.2
Europe,United Kingdom,Household,Online,C,7/30/2016,394356667,8/4/2016,7756,668.27
Europe,Norway,Fruits,Offline,M,4/29/2012,752792918,5/12/2012,7008,9.33
Europe,Bosnia and Herzegovina,Vegetables,Online,C,3/2/2012,760619390,4/16/2012,3035,154.06
Europe,Ukraine,Beverages,Online,M,2/19/2014,343889510,4/2/2014,3403,47.45
Europe,Malta,Baby Food,Offline,L,6/25/2012,398104035,8/12/2012,6686,255.28
Europe,Slovenia,Meat,Offline,M,9/25/2014,631460940,10/5/2014,2180,421.89
Europe,Moldova ,Snacks,Offline,M,5/1/2010,489848029,5/20/2010,5772,152.58
Europe,Vatican City,Office Supplies,Online,L,11/27/2016,797788369,11/28/2016,2162,651.21
Europe,United Kingdom,Personal Care,Online,C,6/5/2013,430687510,6/10/2013,8860,81.73
Europe,Portugal,Personal Care,Online,H,2/11/2015,667054498,2/12/2015,5104,81.73
Europe,Denmark,Cereal,Online,H,9/14/2014,666921460,10/10/2014,5735,205.7
Europe,Austria,Office Supplies,Online,L,3/12/2014,861252868,3/28/2014,2717,651.21
Europe,Vatican City,Baby Food,Online,C,5/24/2017,126948583,7/9/2017,5762,255.28
Europe,Estonia,Clothes,Offline,H,6/8/2013,353191840,7/9/2013,6169,109.28
Europe,Belgium,Vegetables,Online,L,5/9/2017,259032571,5/13/2017,2349,154.06
Europe,Georgia,Meat,Offline,L,8/3/2014,517514264,9/4/2014,2826,421.89
Europe,United Kingdom,Cosmetics,Offline,H,3/2/2016,624940383,3/30/2016,2602,437.2
Europe,Malta,Cosmetics,Online,C,10/21/2011,567751824,11/21/2011,9236,437.2
Europe,Spain,Fruits,Offline,H,12/6/2012,262177836,1/16/2013,3103,9.33
Europe,Croatia,Household,Online,L,5/25/2016,582560193,5/28/2016,1362,668.27
Europe,Kosovo,Vegetables,Online,H,7/1/2014,139949357,7/14/2014,2980,154.06
Europe,Albania,Clothes,Offline,H,3/9/2015,470503079,3/21/2015,1172,109.28
Europe,Austria,Beverages,Offline,C,5/10/2015,413951814,5/31/2015,6395,47.45
Europe,Germany,Office Supplies,Offline,L,8/19/2010,433734500,9/8/2010,532,651.21
Europe,Ukraine,Office Supplies,Online,C,11/14/2012,624348151,12/8/2012,7347,651.21
Europe,Poland,Clothes,Offline,M,3/12/2012,109914195,4/16/2012,4908,109.28
Europe,Georgia,Snacks,Online,C,5/31/2010,947073256,6/12/2010,8878,152.58
Europe,Bosnia and Herzegovina,Personal Care,Online,L,7/24/2014,409514796,9/7/2014,3383,81.73
Europe,Latvia,Office Supplies,Online,L,5/31/2010,182228696,7/12/2010,4375,651.21
Europe,Bosnia and Herzegovina,Household,Online,C,2/13/2013,723893725,3/11/2013,5095,668.27
Europe,Norway,Snacks,Offline,L,3/12/2016,392217338,3/15/2016,4681,152.58
Europe,Romania,Baby Food,Offline,C,2/19/2015,108407437,3/27/2015,9025,255.28
Europe,Iceland,Snacks,Offline,L,12/20/2016,358594453,2/2/2017,4922,152.58
Europe,Denmark,Snacks,Offline,C,6/3/2013,784397923,6/15/2013,9631,152.58
Europe,Cyprus,Meat,Offline,M,6/9/2017,111246287,7/2/2017,9103,421.89
Europe,Poland,Vegetables,Online,L,2/19/2016,777018630,3/19/2016,5935,154.06
Europe,Moldova ,Clothes,Offline,H,9/1/2013,601588857,9/10/2013,2366,109.28
Europe,Russia,Vegetables,Offline,L,3/17/2014,249039304,5/1/2014,5119,154.06
Europe,Denmark,Cereal,Online,C,11/30/2015,905947482,1/18/2016,8847,205.7
Europe,Italy,Vegetables,Online,H,7/22/2011,359893071,8/6/2011,9212,154.06
Europe,Poland,Cosmetics,Offline,M,7/20/2016,284310567,9/2/2016,2670,437.2
Europe,Bosnia and Herzegovina,Vegetables,Offline,M,2/6/2012,942372310,2/19/2012,7763,154.06
Europe,Macedonia,Meat,Online,C,3/16/2015,604124295,4/2/2015,2659,421.89
Europe,Kosovo,Fruits,Online,C,3/7/2015,720229613,3/11/2015,803,9.33
Europe,Austria,Personal Care,Online,M,7/31/2014,967258059,8/8/2014,2009,81.73
Europe,Poland,Cereal,Offline,M,6/10/2011,520390880,7/24/2011,4080,205.7
Europe,Bosnia and Herzegovina,Fruits,Offline,L,10/15/2016,623821580,10/31/2016,1523,9.33
Europe,Bulgaria,Meat,Online,C,7/20/2010,273662412,7/23/2010,1644,421.89
Europe,Kosovo,Vegetables,Offline,M,3/8/2017,941061675,3/20/2017,9917,154.06
Europe,Moldova ,Meat,Online,M,12/7/2013,421456849,12/10/2013,7302,421.89
Europe,Andorra,Cosmetics,Online,H,4/10/2012,291160714,5/26/2012,9780,437.2
Europe,Georgia,Fruits,Offline,M,1/21/2014,724085128,2/10/2014,1735,9.33
Europe,Luxembourg,Vegetables,Online,M,9/30/2014,742569196,11/17/2014,1581,154.06
Europe,Poland,Household,Online,M,7/29/2016,760346877,8/6/2016,2392,668.27
Europe,Moldova ,Cosmetics,Online,M,11/5/2015,260630738,12/19/2015,5282,437.2
Europe,Spain,Meat,Online,H,4/2/2013,462561166,5/2/2013,983,421.89
Europe,Netherlands,Personal Care,Offline,H,10/2/2014,353475940,10/4/2014,240,81.73
Europe,Armenia,Beverages,Online,H,6/5/2011,432031619,6/29/2011,6612,47.45
Europe,Armenia,Household,Online,L,2/19/2012,104165685,3/6/2012,3796,668.27
Europe,Ukraine,Personal Care,Online,M,2/26/2011,762117564,3/28/2011,6378,81.73
Europe,Finland,Snacks,Offline,H,3/10/2013,918364179,4/11/2013,3223,152.58
Europe,Georgia,Meat,Online,M,4/18/2011,913729751,5/9/2011,1793,421.89
Europe,Armenia,Snacks,Online,H,2/28/2011,196346127,4/12/2011,2037,152.58
Europe,Cyprus,Personal Care,Online,M,12/21/2014,553107821,1/13/2015,5751,81.73
Europe,San Marino,Cereal,Online,M,5/8/2014,591774117,5/30/2014,7967,205.7
Europe,Cyprus,Personal Care,Online,C,6/2/2015,627432048,6/23/2015,9941,81.73
Europe,Germany,Meat,Offline,M,1/14/2017,615290009,1/18/2017,6842,421.89
Europe,Italy,Beverages,Online,H,8/13/2015,897317206,9/1/2015,4957,47.45
Europe,Montenegro,Personal Care,Offline,L,11/14/2016,594699656,12/30/2016,3699,81.73
Europe,Ukraine,Cosmetics,Offline,M,6/28/2017,574925124,7/13/2017,1975,437.2
Europe,Ukraine,Beverages,Offline,M,3/19/2015,946421372,3/21/2015,5971,47.45
Europe,Armenia,Clothes,Offline,C,2/21/2017,885998284,2/28/2017,5436,109.28
Europe,Hungary,Household,Offline,L,7/17/2016,954065883,9/1/2016,8151,668.27
Europe,Malta,Beverages,Online,M,6/7/2015,994406735,6/30/2015,5906,47.45
Europe,Austria,Personal Care,Online,M,7/9/2017,132069671,7/20/2017,1205,81.73
Europe,Belarus,Household,Online,M,11/30/2013,990455090,12/14/2013,6526,668.27
Europe,Norway,Cereal,Offline,C,6/6/2015,445952498,7/7/2015,6109,205.7
Europe,Estonia,Office Supplies,Offline,M,4/26/2016,628055179,5/13/2016,4339,651.21
Europe,Slovenia,Personal Care,Online,C,6/6/2010,243391644,6/27/2010,3851,81.73
Europe,Ukraine,Clothes,Online,H,3/11/2015,823505389,3/30/2015,2400,109.28
Europe,Ireland,Snacks,Online,L,12/30/2011,846413600,12/31/2011,1448,152.58
Europe,Cyprus,Fruits,Offline,C,3/31/2012,850279843,4/10/2012,5556,9.33
Europe,Austria,Office Supplies,Online,H,2/25/2010,268373954,2/28/2010,6672,651.21
Europe,Serbia,Cosmetics,Online,H,3/25/2012,350550401,4/22/2012,4508,437.2
Europe,San Marino,Personal Care,Online,C,5/27/2010,293178594,6/1/2010,6916,81.73
Europe,Georgia,Baby Food,Online,H,7/14/2013,168960559,8/19/2013,8039,255.28
Europe,Albania,Beverages,Offline,M,12/11/2014,270358788,1/24/2015,4028,47.45
Europe,Italy,Personal Care,Offline,M,6/9/2016,589842927,7/28/2016,6485,81.73
Europe,Poland,Cereal,Offline,C,2/10/2014,655328738,3/22/2014,5191,205.7
Europe,Albania,Vegetables,Online,M,8/7/2014,406564366,8/25/2014,286,154.06
Europe,Spain,Clothes,Online,H,8/16/2012,374848639,9/6/2012,4897,109.28
Europe,Slovakia,Fruits,Offline,L,8/14/2012,393858420,8/29/2012,314,9.33
Europe,Malta,Beverages,Online,C,10/21/2013,435463559,10/27/2013,2199,47.45
Europe,Sweden,Vegetables,Offline,C,12/7/2016,284403264,12/27/2016,101,154.06
Europe,Romania,Personal Care,Online,L,4/21/2010,917904984,4/24/2010,7338,81.73
Europe,Switzerland,Vegetables,Online,C,10/4/2012,670274865,11/13/2012,8082,154.06
Europe,Luxembourg,Cosmetics,Offline,M,1/30/2015,380684268,2/23/2015,1789,437.2
Europe,Romania,Personal Care,Offline,H,9/30/2014,264526593,10/7/2014,8152,81.73
Europe,Ukraine,Personal Care,Offline,C,4/17/2017,485929429,5/19/2017,6171,81.73
Europe,Serbia,Office Supplies,Offline,C,8/24/2014,209736573,9/24/2014,4568,651.21
Europe,Belgium,Office Supplies,Offline,M,1/5/2016,233440434,2/17/2016,9067,651.21
Europe,Austria,Vegetables,Offline,L,5/5/2011,384483993,6/19/2011,6212,154.06
Europe,Belarus,Beverages,Online,H,8/15/2010,311921012,8/26/2010,3214,47.45
Europe,Switzerland,Baby Food,Online,L,9/9/2010,128003442,10/23/2010,7918,255.28
Europe,Italy,Beverages,Offline,C,7/27/2013,981154048,8/9/2013,4141,47.45
Europe,Germany,Personal Care,Online,L,12/3/2012,287917602,1/5/2013,71,81.73
Europe,Cyprus,Snacks,Offline,L,12/4/2014,548343789,12/6/2014,5967,152.58
